datetime,tickersymbol,price,volume
2025-01-02 10:14:52.934987,VN30F2501,1346.9,1
2025-01-02 10:15:13.518499,VN30F2501,1346.4,9
2025-01-02 10:15:26.991839,VN30F2501,1346.4,5
2025-01-02 10:15:41.241973,VN30F2501,1346.7,4
2025-01-02 10:15:47.368005,VN30F2501,1346.5,5
2025-01-02 10:15:57.759445,VN30F2501,1346.6,1
2025-01-02 10:16:13.261503,VN30F2501,1346.5,1
2025-01-02 10:16:27.325806,VN30F2501,1346.4,5
2025-01-02 10:16:31.607369,VN30F2501,1346.5,1
2025-01-02 10:17:51.482533,VN30F2501,1346.2,15
2025-01-02 10:17:57.805969,VN30F2501,1346.1,1
2025-01-02 10:18:02.922456,VN30F2501,1346.0,2
2025-01-02 10:18:29.442680,VN30F2501,1346.2,1
2025-01-02 10:19:11.657590,VN30F2501,1345.9,4
2025-01-02 10:19:27.166707,VN30F2501,1346.0,10
2025-01-02 10:19:31.258596,VN30F2501,1346.1,2
2025-01-02 10:19:37.361963,VN30F2501,1345.9,7
2025-01-02 10:19:41.260768,VN30F2501,1346.1,3
2025-01-02 10:20:17.162624,VN30F2501,1346.1,2
2025-01-02 10:20:23.465185,VN30F2501,1345.9,3
2025-01-02 10:20:37.757927,VN30F2501,1346.2,2
2025-01-02 10:20:59.572407,VN30F2501,1346.0,14
2025-01-02 10:21:21.173154,VN30F2501,1345.9,4
2025-01-02 10:21:27.283536,VN30F2501,1346.0,5
2025-01-02 10:21:51.728956,VN30F2501,1345.6,2
2025-01-02 10:22:42.095280,VN30F2501,1345.9,2
2025-01-02 10:22:52.284942,VN30F2501,1345.8,1
2025-01-02 10:23:15.706710,VN30F2501,1345.7,1
2025-01-02 10:24:13.039202,VN30F2501,1345.3,3
2025-01-02 10:24:17.141055,VN30F2501,1345.2,27
2025-01-02 10:24:29.584248,VN30F2501,1345.3,10
2025-01-02 10:24:43.831607,VN30F2501,1345.4,2
2025-01-02 10:24:57.097486,VN30F2501,1345.5,2
2025-01-02 10:25:23.807040,VN30F2501,1345.8,1
2025-01-02 10:25:27.895781,VN30F2501,1345.7,3
2025-01-02 10:25:37.064315,VN30F2501,1345.8,2
2025-01-02 10:25:40.929054,VN30F2501,1345.6,1
2025-01-02 10:25:47.258893,VN30F2501,1345.7,2
2025-01-02 10:26:01.514226,VN30F2501,1345.8,4
2025-01-02 10:26:37.431325,VN30F2501,1345.7,1
2025-01-02 10:27:07.387097,VN30F2501,1345.9,4
2025-01-02 10:27:11.485526,VN30F2501,1345.7,1
2025-01-02 10:27:23.698143,VN30F2501,1345.8,18
2025-01-02 10:27:27.767674,VN30F2501,1345.7,10
2025-01-02 10:27:47.349177,VN30F2501,1345.8,3
2025-01-02 10:28:13.845296,VN30F2501,1345.5,1
2025-01-02 10:29:31.095633,VN30F2501,1345.3,1
2025-01-02 10:29:41.317424,VN30F2501,1345.1,2
2025-01-02 10:29:47.414322,VN30F2501,1345.2,1
2025-01-02 10:30:07.797880,VN30F2501,1345.2,6
2025-01-02 10:30:11.045567,VN30F2501,1345.1,1
2025-01-02 10:30:23.489785,VN30F2501,1344.9,3
2025-01-02 10:30:27.584674,VN30F2501,1344.6,1
2025-01-02 10:30:41.841262,VN30F2501,1343.4,3
2025-01-02 10:30:47.753024,VN30F2501,1342.6,1
2025-01-02 10:30:52.046142,VN30F2501,1342.7,3
2025-01-02 10:30:56.943509,VN30F2501,1342.6,5
2025-01-02 10:31:03.296094,VN30F2501,1342.5,2
2025-01-02 10:31:13.445332,VN30F2501,1342.7,4
2025-01-02 10:31:17.557344,VN30F2501,1342.5,1
2025-01-02 10:31:47.559604,VN30F2501,1339.0,4
2025-01-02 10:31:57.696711,VN30F2501,1338.6,3
2025-01-02 10:32:03.805295,VN30F2501,1338.5,1
2025-01-02 10:32:17.255895,VN30F2501,1338.8,3
2025-01-02 10:32:21.333853,VN30F2501,1339.2,1
2025-01-02 10:32:33.582608,VN30F2501,1339.1,2
2025-01-02 10:32:39.692493,VN30F2501,1339.0,1
2025-01-02 10:32:43.754530,VN30F2501,1339.2,9
2025-01-02 10:32:48.055758,VN30F2501,1339.0,2
2025-01-02 10:32:57.211464,VN30F2501,1339.2,1
2025-01-02 10:33:03.336182,VN30F2501,1339.1,2
2025-01-02 10:33:07.440516,VN30F2501,1339.4,10
2025-01-02 10:33:34.126026,VN30F2501,1338.9,2
2025-01-02 10:33:41.252264,VN30F2501,1338.6,1
2025-01-02 10:33:51.458494,VN30F2501,1338.4,9
2025-01-02 10:34:07.809604,VN30F2501,1338.1,1
2025-01-02 10:34:11.855877,VN30F2501,1337.8,8
2025-01-02 10:34:16.965090,VN30F2501,1338.0,1
2025-01-02 10:34:23.278665,VN30F2501,1338.1,3
2025-01-02 10:34:27.578045,VN30F2501,1338.5,1
2025-01-02 10:34:31.651115,VN30F2501,1338.3,2
2025-01-02 10:34:57.161857,VN30F2501,1338.2,5
2025-01-02 10:35:03.278473,VN30F2501,1338.3,1
2025-01-02 10:35:07.583711,VN30F2501,1338.0,2
2025-01-02 10:35:11.639609,VN30F2501,1338.3,1
2025-01-02 10:35:17.778734,VN30F2501,1338.0,2
2025-01-02 10:35:21.823784,VN30F2501,1338.3,5
2025-01-02 10:35:41.422303,VN30F2501,1338.1,2
2025-01-02 10:35:57.960338,VN30F2501,1337.5,2
2025-01-02 10:36:02.023245,VN30F2501,1337.3,4
2025-01-02 10:36:08.162821,VN30F2501,1336.9,1
2025-01-02 10:36:23.650173,VN30F2501,1336.7,1
2025-01-02 10:36:27.734988,VN30F2501,1337.3,3
2025-01-02 10:36:31.805372,VN30F2501,1337.7,7
2025-01-02 10:36:40.029782,VN30F2501,1337.5,1
2025-01-02 10:36:53.228166,VN30F2501,1337.7,3
2025-01-02 10:36:59.529381,VN30F2501,1337.5,1
2025-01-02 10:37:07.688186,VN30F2501,1337.8,3
2025-01-02 10:37:17.887280,VN30F2501,1338.2,1
2025-01-02 10:37:22.181673,VN30F2501,1338.3,3
2025-01-02 10:37:28.100804,VN30F2501,1338.5,1
2025-01-02 10:37:47.686666,VN30F2501,1338.6,5
2025-01-02 10:38:08.054898,VN30F2501,1338.4,14
2025-01-02 10:38:11.112636,VN30F2501,1338.3,1
2025-01-02 10:38:23.560090,VN30F2501,1338.2,1
2025-01-02 10:38:31.924422,VN30F2501,1338.6,30
2025-01-02 10:38:39.887934,VN30F2501,1338.7,2
2025-01-02 10:38:45.171894,VN30F2501,1338.6,5
2025-01-02 10:38:52.338605,VN30F2501,1338.7,1
2025-01-02 10:38:57.462282,VN30F2501,1338.6,6
2025-01-02 10:39:01.515880,VN30F2501,1338.5,1
2025-01-02 10:39:11.730991,VN30F2501,1338.3,4
2025-01-02 10:39:13.940948,VN30F2501,1338.1,3
2025-01-02 10:39:18.024296,VN30F2501,1338.6,9
2025-01-02 10:39:21.886296,VN30F2501,1338.5,1
2025-01-02 10:39:33.139328,VN30F2501,1338.5,10
2025-01-02 10:39:43.512140,VN30F2501,1338.4,2
2025-01-02 10:39:47.606117,VN30F2501,1338.6,5
2025-01-02 10:39:53.725322,VN30F2501,1338.5,1
2025-01-02 10:39:58.041408,VN30F2501,1338.6,3
2025-01-02 10:40:04.134730,VN30F2501,1338.8,2
2025-01-02 10:40:08.028378,VN30F2501,1339.0,6
2025-01-02 10:40:13.328913,VN30F2501,1338.7,8
2025-01-02 10:40:23.749564,VN30F2501,1338.6,6
2025-01-02 10:40:51.255766,VN30F2501,1339.0,3
2025-01-02 10:41:01.641292,VN30F2501,1339.0,1
2025-01-02 10:41:17.970070,VN30F2501,1338.8,5
2025-01-02 10:41:22.025565,VN30F2501,1338.7,2
2025-01-02 10:41:28.185313,VN30F2501,1338.6,17
2025-01-02 10:41:31.220240,VN30F2501,1338.8,2
2025-01-02 10:41:37.566177,VN30F2501,1339.0,1
2025-01-02 10:41:51.619073,VN30F2501,1338.9,1
2025-01-02 10:42:02.027403,VN30F2501,1339.0,2
2025-01-02 10:42:31.593731,VN30F2501,1339.1,1
2025-01-02 10:42:37.940861,VN30F2501,1339.0,12
2025-01-02 10:42:41.994594,VN30F2501,1339.2,1
2025-01-02 10:42:48.135625,VN30F2501,1339.1,2
2025-01-02 10:42:52.193870,VN30F2501,1339.0,1
2025-01-02 10:43:01.373121,VN30F2501,1339.0,5
